Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,Age_Group,clean_comments,polarity,sentiment
2014-08-28 18:02:09,25,Male,United States,OH,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,No,No,While I have not seen any direct retaliation against people with known mental illness many people do freely use insults commonly associated with mental illness (r****d for example) and criticize people behind their back for taking extra leave for doctor appointments (Oh I bet they are just hung over or other comments about how lazy they are.),18-25,while i have not seen any direct retaliation against people with known mental illness many people do freely use insults commonly associated with mental illness r d for example and criticize people behind their back for taking extra leave for doctor appointments oh i bet they are just hung over or other comments about how lazy they are,-0.02499999999999999,Neutral
2014-08-28 21:27:19,43,Male,United States,Unknown,No,Yes,No,Sometimes,500-1000,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,No,No,My employer gives access to basic counseling and referrals but I don't know (and it's not obvious) what might be covered in the way of expenses for therapy medication etc.,36-45,my employer gives access to basic counseling and referrals but i don t know and it s not obvious what might be covered in the way of expenses for therapy medication etc,0.0,Neutral
2014-08-28 21:41:53,35,Male,United States,GA,No,Yes,Yes,Sometimes,6-25,No,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,* Small family business - YMMV.,26-35,small family business ymmv,-0.25,Negative
2014-08-28 21:47:33,34,Male,United States,TX,No,No,No,Often,1-5,No,Yes,Don't know,No,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,* Small family business - YMMV.,26-35,small family business ymmv,-0.25,Negative
2014-08-28 22:16:34,43,Male,United States,WA,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,* Small family business - YMMV.,36-45,small family business ymmv,-0.25,Negative
2014-08-28 22:17:15,38,Male,United States,WA,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Yes,No,Some of them,No,Maybe,No,No,* Small family business - YMMV.,36-45,small family business ymmv,-0.25,Negative
2014-08-28 22:18:41,26,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Some of them,Yes,Yes,No,Yes,* Small family business - YMMV.,26-35,small family business ymmv,-0.25,Negative
2014-08-29 00:11:17,43,Male,United States,WA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,I have an exceptional employer. I haven't run into problems with any employer I've had but consider myself lucky.,36-45,i have an exceptional employer i haven t run into problems with any employer i ve had but consider myself lucky,0.5,Positive
2014-08-29 02:10:57,38,Male,United States,TN,No,No,No,Don't know,6-25,No,Yes,No,No,No,No,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Some of these should not be required.,36-45,some of these should not be required,0.0,Neutral
2014-08-29 03:02:45,34,Male,Netherlands,Unknown,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Some of them,No,Maybe,Yes,No,Though I'm in the Netherlands and chose that country from the list quite some questions are strongly geared towards the US. Over here people don't need benefits from their employer because we pay enough taxes for the government to pay for treatment of any physical or mental condition. We don't need employer approval for medical leave; that's something a qualified medical professional decides (and while on leave we still get paid our salaries something the employer can get insurance for). I answered yes to questions about these things meaning it's covered not it's covered by my employer.,26-35,though i m in the netherlands and chose that country from the list quite some questions are strongly geared towards the us over here people don t need benefits from their employer because we pay enough taxes for the government to pay for treatment of any physical or mental condition we don t need employer approval for medical leave that s something a qualified medical professional decides and while on leave we still get paid our salaries something the employer can get insurance for i answered yes to questions about these things meaning it s covered not it s covered by my employer,0.06190476190476189,Positive
2014-08-29 05:57:48,26,Male,United Kingdom,Unknown,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,I am a Trans woman and suffer from depression relating to that. I'm a contractor so I've answered the questions as relating to my current contract.,26-35,i am a trans woman and suffer from depression relating to that i m a contractor so i ve answered the questions as relating to my current contract,0.0,Neutral
2014-08-29 07:51:42,49,Male,United States,GA,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Yes,No,Thank you for shining a light on this topic.,46-70,thank you for shining a light on this topic,0.4,Positive
2014-08-29 09:36:46,38,Male,United States,PA,No,Yes,Yes,Sometimes,100-500,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,While mental health is a part of our insurance program the UCR is 50% of 140% of medicare which means a solo mental health practitioner who will charge in my area $150-$180 a session will only result in a $45-$60 reimbursement and thus a very high out of pocket expense. This usage of a different schedule for UCR and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges.,36-45,while mental health is a part of our insurance program the ucr is of of medicare which means a solo mental health practitioner who will charge in my area a session will only result in a reimbursement and thus a very high out of pocket expense this usage of a different schedule for ucr and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges,-0.03354329004329005,Neutral
2014-08-29 10:03:24,25,Male,United States,Unknown,No,No,No,Rarely,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Yes,Don't know,Yes,My work is using my brain. I do it incredibly well.I make an effort to avoid diagnosis of anything mental health related because I am convinced it would only affect me negatively.,18-25,my work is using my brain i do it incredibly well i make an effort to avoid diagnosis of anything mental health related because i am convinced it would only affect me negatively,0.1,Positive
2014-08-29 10:13:43,37,Male,United States,IN,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,My employer is extremely easy to work with and e.g. I have enormous leeway with flex time so I could take care of myself under that umbrella but I don't know and don't have a history of bring up mental health at the workplace so I am cautious in that area.,36-45,my employer is extremely easy to work with and e g i have enormous leeway with flex time so i could take care of myself under that umbrella but i don t know and don t have a history of bring up mental health at the workplace so i am cautious in that area,0.11111111111111112,Positive
2014-08-29 11:04:19,26,Male,Australia,Unknown,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,The questions related to employer-provided health benefits are largely irrelevant to where I live Australia so I'd discount them.,26-35,the questions related to employer provided health benefits are largely irrelevant to where i live australia so i d discount them,-0.12121212121212122,Negative
2014-08-29 11:24:48,33,Male,Italy,Unknown,No,Yes,Yes,Sometimes,6-25,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,I suffered of panic attacks and agoraphobia for about 10 years.,26-35,i suffered of panic attacks and agoraphobia for about years,0.0,Neutral
2014-08-29 11:32:22,39,Male,United Kingdom,Unknown,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,Yes,These result may be a tad confusing so a summary follows.* Currently self-employed so employer is me :)* Last place of employment was amazing when I first discovered I was bi-polar and helped me as long as I was there up to and including a mental health course for the whole team (although no mention why to others which was great).* I've never had a negative reaction yet but I know others who have.* I've been very lucky with company I keep which is why my experience is largely good.,36-45,these result may be a tad confusing so a summary follows currently self employed so employer is me last place of employment was amazing when i first discovered i was bi polar and helped me as long as i was there up to and including a mental health course for the whole team although no mention why to others which was great i ve never had a negative reaction yet but i know others who have i ve been very lucky with company i keep which is why my experience is largely good,0.21025641025641026,Positive
2014-08-29 11:32:44,26,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,I should note one of the places my employer fails with regards to mental health is that the company-paid health insurance policy does not cover trans healthcare needs.,26-35,i should note one of the places my employer fails with regards to mental health is that the company paid health insurance policy does not cover trans healthcare needs,-0.3,Negative
2014-08-29 12:15:57,24,Male,Germany,Unknown,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No,Thank you this is very important.,18-25,thank you this is very important,0.52,Positive
2014-08-29 12:54:31,39,Male,United States,OH,No,No,Yes,Sometimes,6-25,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,I've never heard of a workplace that would actually allow you to call off for mental health reasons. So many places require a doctor's note for calling off sick. It's all set up to make you feel worse if you can't just suck it up. Thanks for working to change this!!!,36-45,i ve never heard of a workplace that would actually allow you to call off for mental health reasons so many places require a doctor s note for calling off sick it s all set up to make you feel worse if you can t just suck it up thanks for working to change this,-0.053943452380952384,Negative
2014-08-29 14:31:00,43,Male,United States,VA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,This survey was tough as a self-employed individual. You may wish to discard responses from self employed people for much of your analysis.,36-45,this survey was tough as a self employed individual you may wish to discard responses from self employed people for much of your analysis,-0.06296296296296296,Negative
2014-08-29 14:51:49,27,Male,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes,I answered based on previous job at large technical company where I was pushed out of my role within 3 months of disclosing diagnosis.I had been struggling for 3 months prior to disclosure and was incredibly relieved when finally diagnosed. Growing up in a family open about mental health and also at the end of my rope I immediately shared with management what was going on. I requested a temporary reduced workload so I could reduce anxiety. (At time I didn't know it was anxiety as took me a year to accept that the (to me) deserved stress was anxiety caused by my core diagnosis.) When disclosing I didn't deeply understand details of the state of my mental health; I simply knew I was so stressed out by having been unable to get myself to do work in three months that I couldn't juggle all that was currently on my plate.It was at this point my direct manager and I began an almost daily struggle. After working on a single project and making progress (compared to 3 months before diagnosis when management didn't even know how bad I was doing) I requested increasing my workload. This was never granted; boss said I hadn't proved myself and implied I could not be trusted.Two huge issues stick out to me from that experience:1) Company assumes things would be better and back to 100% within months. They did not understand what one goes through when figuring out meds: things at times got worse. They did not understand how long it takes until meds are figured out: mine took two years. They most certainly would not truly understand why to this day four years later despite being stable I'm in counseling every other week in addition to being on meds. Rather than supporting that it would be seen as oh I'm sorry. I was a problem to my manager because he didn't see improvements each week.2) Accomodations.- There was no option for me to reduce work temporarily to part-time (too complicated). Instead they pushed me to take disability leave. I told them that wouldn't help; they told me to double-check with care providers. That required me to see a psychologist unnecessarily as psychologist said I didn't qualify for leave. (Expensive unnecessary appointment).- The assistance I needed the most at work was understanding: I was open but my manager told me to not tell my co-worker assigned to support me. That was disasterous for colleague's stress/frustration levels. He knew something was up but was barred from asking and I was implied it was better to keep my mouth shut.- Accommodations weren't understood by even Benefits as they're not trained in mental health nor do they have people come in to assess how they're doing in supporting those with mental health issues. Should be no different than people coming in to assess for physical accessibility of the workplace. When in a meeting with my manager supervised by HR I shouldn't feel like I'm asking too much of manager when requesting he put the negative critiques on the back burner and help me figure out whether I'm doing anything right. That this didn't stop him from coming into my office that same day and putting on my dick hat to yell at me for something that wasn't even my fault (he had brought in co-worker for this yelling and turned to finish yelling at this person): FUCKING UNACCEPTABLE.While I will never return to that company and as such took the severance package I will NEVER agree with their legal reason for being unable to do the job: me being medically disqualified from this role. I was too expensive in the short term for them; I'm not worth the cost.,26-35,i answered based on previous job at large technical company where i was pushed out of my role within months of disclosing diagnosis i had been struggling for months prior to disclosure and was incredibly relieved when finally diagnosed growing up in a family open about mental health and also at the end of my rope i immediately shared with management what was going on i requested a temporary reduced workload so i could reduce anxiety at time i didn t know it was anxiety as took me a year to accept that the to me deserved stress was anxiety caused by my core diagnosis when disclosing i didn t deeply understand details of the state of my mental health i simply knew i was so stressed out by having been unable to get myself to do work in three months that i couldn t juggle all that was currently on my plate it was at this point my direct manager and i began an almost daily struggle after working on a single project and making progress compared to months before diagnosis when management didn t even know how bad i was doing i requested increasing my workload this was never granted boss said i hadn t proved myself and implied i could not be trusted two huge issues stick out to me from that experience company assumes things would be better and back to within months they did not understand what one goes through when figuring out meds things at times got worse they did not understand how long it takes until meds are figured out mine took two years they most certainly would not truly understand why to this day four years later despite being stable i m in counseling every other week in addition to being on meds rather than supporting that it would be seen as oh i m sorry i was a problem to my manager because he didn t see improvements each week accomodations there was no option for me to reduce work temporarily to part time too complicated instead they pushed me to take disability leave i told them that wouldn t help they told me to double check with care providers that required me to see a psychologist unnecessarily as psychologist said i didn t qualify for leave expensive unnecessary appointment the assistance i needed the most at work was understanding i was open but my manager told me to not tell my co worker assigned to support me that was disasterous for colleague s stress frustration levels he knew something was up but was barred from asking and i was implied it was better to keep my mouth shut accommodations weren t understood by even benefits as they re not trained in mental health nor do they have people come in to assess how they re doing in supporting those with mental health issues should be no different than people coming in to assess for physical accessibility of the workplace when in a meeting with my manager supervised by hr i shouldn t feel like i m asking too much of manager when requesting he put the negative critiques on the back burner and help me figure out whether i m doing anything right that this didn t stop him from coming into my office that same day and putting on my dick hat to yell at me for something that wasn t even my fault he had brought in co worker for this yelling and turned to finish yelling at this person fucking unacceptable while i will never return to that company and as such took the severance package i will never agree with their legal reason for being unable to do the job me being medically disqualified from this role i was too expensive in the short term for them i m not worth the cost,-0.03299640610961365,Neutral
2014-08-29 14:59:43,37,Male,United States,NJ,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,If a man in tech is afraid of speaking up about these things it is even worse for women in tech who are already fearful of and fighting against the stigma of incompetence.  On the other hand if a female in tech does not commiserate with her male coworkers on mental health problems she will no longer be seen as a team player. It is really a catch-22 for women in STEM.,36-45,if a man in tech is afraid of speaking up about these things it is even worse for women in tech who are already fearful of and fighting against the stigma of incompetence on the other hand if a female in tech does not commiserate with her male coworkers on mental health problems she will no longer be seen as a team player it is really a catch for women in stem,-0.240625,Negative
2014-08-29 16:07:05,29,Male,Netherlands,Unknown,No,Yes,Yes,Often,1-5,No,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Very difficult,No,Maybe,Yes,Yes,Maybe,No,Yes,No,Autism is a bitch for those living with it and living it. For the past years I've really been working hard to get myself (known) in the community. The people in the community that know can be counted on one hand. In general I'm not telling anyway unless it really matters and it would be a gain in some way or the other. Not because I don't trust the community members close to me but because I don't want to be that guy. And IMHO it doesn't and shouldn't matter but sadly some people are funky about that. Yet sometimes I wan't to tell everyone what I've been through and share my lessons learned.,26-35,autism is a bitch for those living with it and living it for the past years i ve really been working hard to get myself known in the community the people in the community that know can be counted on one hand in general i m not telling anyway unless it really matters and it would be a gain in some way or the other not because i don t trust the community members close to me but because i don t want to be that guy and imho it doesn t and shouldn t matter but sadly some people are funky about that yet sometimes i wan t to tell everyone what i ve been through and share my lessons learned,-0.10238095238095236,Negative
2014-08-29 16:17:32,30,Male,United States,TN,No,Yes,Yes,Often,More than 1000,No,No,Yes,No,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No,This issue for me is very real at the moment. I have missed several days of work recently because of a bad reaction to a depression/anxiety drug and I hate not being able to discuss it with my boss without worrying that I will be labeled a liability. ,26-35,this issue for me is very real at the moment i have missed several days of work recently because of a bad reaction to a depression anxiety drug and i hate not being able to discuss it with my boss without worrying that i will be labeled a liability,-0.1233333333333333,Negative
2014-08-29 19:34:40,40,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Really manager dependent. I have had managers who work with my strengths and others who want my to work on my weaknesses which are directly tied to my mental issues. ,36-45,really manager dependent i have had managers who work with my strengths and others who want my to work on my weaknesses which are directly tied to my mental issues,0.06666666666666668,Positive
2014-08-29 20:53:09,29,Male,United States,WI,No,No,No,Don't know,More than 1000,No,No,Don't know,Not sure,Yes,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Though it doesn't affect me (male) good job for making the Gender field a text input instead of a drop down of only two options.,26-35,though it doesn t affect me male good job for making the gender field a text input instead of a drop down of only two options,0.1361111111111111,Positive
2014-08-30 13:23:57,25,Male,United States,MN,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Don't know,No,I was (wrongly) diagnosed clinically depressed at 12 then bipolar I at 15 and medicated for a decade until decided myself to go drug free. Since then I've never been happier. Insomnia and my insatiablility for learning and programming have always had a symbiotic  relationship.It might also bear mentioning that I'm self-employed in addition to my more traditional day job.,18-25,i was wrongly diagnosed clinically depressed at then bipolar i at and medicated for a decade until decided myself to go drug free since then i ve never been happier insomnia and my insatiablility for learning and programming have always had a symbiotic relationship it might also bear mentioning that i m self employed in addition to my more traditional day job,0.1,Positive
2014-08-30 16:38:02,34,Male,United States,VT,No,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,My employer currently does not offer any health insurance I have to get that on my own.  However at past positions I have had health insurance but no one ever mentioned mental health issues nor would I wish to discuss those with my co-workers bosses etc for fear of negative reception.,26-35,my employer currently does not offer any health insurance i have to get that on my own however at past positions i have had health insurance but no one ever mentioned mental health issues nor would i wish to discuss those with my co workers bosses etc for fear of negative reception,-0.010000000000000004,Neutral
2014-08-30 20:19:37,35,Male,United States,NY,No,No,No,Don't know,6-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,No,No,No,No,Yes,No,Mental health at work is not an issue if you leave work problems at work that may be easier for those of us not in a support role.,26-35,mental health at work is not an issue if you leave work problems at work that may be easier for those of us not in a support role,-0.1,Negative
2014-09-01 04:28:55,27,Male,United Kingdom,Unknown,No,No,Yes,Sometimes,More than 1000,No,No,No,No,No,No,Yes,Somewhat easy,Maybe,No,Yes,Yes,Maybe,Maybe,No,No,suffer from CR-PTSD so all answered based on that,26-35,suffer from cr ptsd so all answered based on that,0.0,Neutral
2014-09-01 06:52:31,25,Male,United Kingdom,Unknown,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Since being advised by Occupational Health that the tempo and spontenaity of the office environment was likely to have a negative effect on my mental health (I'm schizoaffective) I've been moved to 100% remote (home) working. The company have furnished a home office for me and I am only required to attend the office once a month to keep in touch,18-25,since being advised by occupational health that the tempo and spontenaity of the office environment was likely to have a negative effect on my mental health i m schizoaffective i ve been moved to remote home working the company have furnished a home office for me and i am only required to attend the office once a month to keep in touch,-0.1,Negative
2014-09-01 21:03:25,39,Male,United Kingdom,Unknown,No,Yes,Yes,Sometimes,More than 1000,No,No,No,No,No,No,Yes,Very easy,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Yes,No,Despite the impression that several 'no' responses might give my employer has been very supportive. But then I work in health care.,36-45,despite the impression that several no responses might give my employer has been very supportive but then i work in health care,0.325,Positive
2014-09-02 20:23:49,31,Male,United Kingdom,Unknown,No,Yes,Yes,Never,6-25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No,When I've had a depression I was lucky to have an awesome manager who was very understanding and found a budget to pay for my therapy sessions.,26-35,when i ve had a depression i was lucky to have an awesome manager who was very understanding and found a budget to pay for my therapy sessions,0.5111111111111111,Positive
2014-09-02 20:57:56,30,Male,United States,MN,No,Yes,Yes,Rarely,6-25,No,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,People have often felt uncomfortable with my story while most of it happened a decade ago. I used to be quite open about it and have since kept it quietly tucked away. While I sometimes have waves of depression I have learned to cope with the affects.,26-35,people have often felt uncomfortable with my story while most of it happened a decade ago i used to be quite open about it and have since kept it quietly tucked away while i sometimes have waves of depression i have learned to cope with the affects,0.0,Neutral
2014-09-13 07:52:27,23,Male,United Kingdom,Unknown,No,No,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Don't know,Very difficult,Maybe,No,Yes,Yes,Yes,Yes,No,Yes,I burnt out this year. I worked too much had too much pressure on myself from being the sole developer on a delayed project that seemed to grow in size with each week it was delayed by and worried about money a lot.I became depressed and anxious and had trouble eating sleeping and generally being myself. As my depression worsened I was regularly late for work couldn't perform as well as I should and became irritable with my colleagues.My employers response after a while was to send me private messages complaining about my lateness which only worsened the situation. I was prescribed 3 weeks off work by my doctor which my employer agreed to only to come back after to find I had been on 'statutory pay' which was roughly half of what I was expecting and was not enough to cover my rent bills AND food. This made me worse and sent me into another depression until I eventually admitted defeat gave up working and left the company. It took me months to recover and I'm now left (over 6 months after this all started) recovering from the fallout I created leaving employment with hardly any money to my name.I had previously been told by my employer that I was too young to burn out and (stupidly) trusted them. I did not feel comfortable discussing my problems with my employer because each time I was met with an attitude that I had to get myself together and ultimately given the amount of employees before me who had left the company by being fired after an altercation with the employer left me with no option but to hide it from them so I too wouldn't be fired.,18-25,i burnt out this year i worked too much had too much pressure on myself from being the sole developer on a delayed project that seemed to grow in size with each week it was delayed by and worried about money a lot i became depressed and anxious and had trouble eating sleeping and generally being myself as my depression worsened i was regularly late for work couldn t perform as well as i should and became irritable with my colleagues my employers response after a while was to send me private messages complaining about my lateness which only worsened the situation i was prescribed weeks off work by my doctor which my employer agreed to only to come back after to find i had been on statutory pay which was roughly half of what i was expecting and was not enough to cover my rent bills and food this made me worse and sent me into another depression until i eventually admitted defeat gave up working and left the company it took me months to recover and i m now left over months after this all started recovering from the fallout i created leaving employment with hardly any money to my name i had previously been told by my employer that i was too young to burn out and stupidly trusted them i did not feel comfortable discussing my problems with my employer because each time i was met with an attitude that i had to get myself together and ultimately given the amount of employees before me who had left the company by being fired after an altercation with the employer left me with no option but to hide it from them so i too wouldn t be fired,-0.06770833333333333,Negative
2014-11-06 11:24:38,56,Male,United States,OR,Yes,No,No,Rarely,1-5,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,I'm self-employed on contract with small start-up. Covered through spouse's insurance.,46-70,i m self employed on contract with small start up covered through spouse s insurance,-0.25,Negative
2015-01-03 03:38:30,44,Male,United States,OH,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,My mental health issues were the direct result of the trauma from childhood abuse. Most (all?) of the Prompt-sponsored/related presentations I've seen have been about congenital mental health issues that are treatable with continued medication. For me medication only provided temporary assistance. I needed years of (continuing) therapy to deal with PTSD and related disorders (depression anxiety suicidal tendencies others). I haven't seen many in our community discussing trauma-related mental health issues but they are just as real and just as debilitating.,36-45,my mental health issues were the direct result of the trauma from childhood abuse most all of the prompt sponsored related presentations i ve seen have been about congenital mental health issues that are treatable with continued medication for me medication only provided temporary assistance i needed years of continuing therapy to deal with ptsd and related disorders depression anxiety suicidal tendencies others i haven t seen many in our community discussing trauma related mental health issues but they are just as real and just as debilitating,0.1111111111111111,Positive
2015-02-21 08:56:27,29,Male,Singapore,Unknown,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No,it is my opinion that bad mental health is a red flag for employers and i would never bring it up.,26-35,it is my opinion that bad mental health is a red flag for employers and i would never bring it up,-0.2666666666666666,Negative
2015-02-21 09:48:13,38,Male,United States,TX,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Don't know,No,I openly discuss my mental health struggles. I have found that doing so encourages people who also struggle to seek treatment. I'm willing to risk losing the support of people who don't understand if it helps those who understand all too well.,36-45,i openly discuss my mental health struggles i have found that doing so encourages people who also struggle to seek treatment i m willing to risk losing the support of people who don t understand if it helps those who understand all too well,0.049999999999999996,Neutral
2015-02-21 10:45:51,46,Male,United States,MD,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Yes,Yes,Don't know,No,Just starting a new job hence the numerous I don't know selections.,46-70,just starting a new job hence the numerous i don t know selections,0.04545454545454545,Neutral
2015-02-21 11:48:52,41,Male,Netherlands,Unknown,Yes,No,Yes,Rarely,1-5,Yes,Yes,Don't know,Yes,Don't know,Yes,No,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No,The data will be skewed for self-employed people as the questions contain some bias.Having said that: being self-employed I *choose* to work for companies which want to employ *me* not just my skills but including my opinions my life-experience etc. If a potential contract/job doesn't *feel* right I prefer to not take it (and be poor) than to compromise myself.,36-45,the data will be skewed for self employed people as the questions contain some bias having said that being self employed i choose to work for companies which want to employ me not just my skills but including my opinions my life experience etc if a potential contract job doesn t feel right i prefer to not take it and be poor than to compromise myself,-0.038095238095238106,Neutral
2015-02-21 11:55:46,23,Male,United Kingdom,Unknown,No,No,No,Never,26-100,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,Yes,Although my employer does everything they can to accommodate employees with mental health problems when those individuals cannot carry out any work assigned to them (even over the course of months) they appear to have no alternative but to terminate their employment. However I believe this would be the same for a physical health problem. ,18-25,although my employer does everything they can to accommodate employees with mental health problems when those individuals cannot carry out any work assigned to them even over the course of months they appear to have no alternative but to terminate their employment however i believe this would be the same for a physical health problem,-0.03333333333333333,Neutral
2015-02-24 09:00:56,25,Male,United Kingdom,Unknown,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,I work at a large university with a track record of health and wellbeing support,18-25,i work at a large university with a track record of health and wellbeing support,0.21428571428571427,Positive
2015-02-24 09:15:13,24,Male,United Kingdom,Unknown,No,No,Yes,Sometimes,6-25,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,i'm in a country with social health care so my options are not dependant on my employer. this makes a few of the early questions less relevant than they would be for a resident of the US.,18-25,i m in a country with social health care so my options are not dependant on my employer this makes a few of the early questions less relevant than they would be for a resident of the us,0.03333333333333334,Neutral
2015-05-06 10:14:50,22,Male,Australia,Unknown,No,Yes,Yes,Often,100-500,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,Yes,No,Maybe,Don't know,Yes,In australia all organisations of a certain size have to provide free access to a 'employee assistance program' to discuss work and personal issues.EAPs are an external provider totally confidential and anonymous (ring up andsay the name of who you work for - so they know to bill your work)  and they offer phone and face to face consults.,18-25,in australia all organisations of a certain size have to provide free access to a employee assistance program to discuss work and personal issues eaps are an external provider totally confidential and anonymous ring up andsay the name of who you work for so they know to bill your work and they offer phone and face to face consults,0.12285714285714286,Positive
2015-07-22 18:57:54,30,Male,United States,CA,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Don't know,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Bipolar disorder ,26-35,bipolar disorder,0.0,Neutral
